resultid,resultdate,winner1id,loser1id,winnerset1,winnerset2,winnerset3,winnerset4,winnerset5,loserset1,loserset2,loserset3,loserset4,loserset5
11599761,4/8/2018,4508,196974,6,6,0,0,0,3,1,0,0,0
11599762,4/8/2018,3675,96338,6,7,0,0,0,2,6,0,0,0
11599763,4/8/2018,3790,3775,7,6,0,0,0,6,2,0,0,0
11599765,4/8/2018,3791,191170,6,6,0,0,0,4,4,0,0,0
11599766,4/8/2018,4573,81226,6,4,6,0,0,4,6,4,0,0
11599767,4/8/2018,3799,3801,3,6,7,0,0,6,1,6,0,0
11599768,4/8/2018,9505,212029,3,6,6,0,0,6,4,4,0,0
11599769,4/8/2018,56114,69187,6,6,0,0,0,4,2,0,0,0
11599770,4/8/2018,253923,3669,6,6,0,0,0,4,4,0,0,0
11599771,4/8/2018,3588,51653,6,6,0,0,0,2,4,0,0,0
11599772,4/8/2018,253894,9705,6,3,6,0,0,3,6,4,0,0
11599773,4/8/2018,4508,3675,6,6,0,0,0,3,2,0,0,0
11599774,4/8/2018,4225,3790,6,6,0,0,0,2,4,0,0,0
11599775,4/8/2018,4573,3791,6,7,0,0,0,3,6,0,0,0
11599777,4/8/2018,253923,56114,6,6,0,0,0,3,1,0,0,0
11599778,4/8/2018,3588,253894,7,6,0,0,0,5,2,0,0,0
11599779,4/8/2018,4508,4225,3,6,6,0,0,6,4,4,0,0
11599780,4/8/2018,3799,4573,6,7,0,0,0,4,6,0,0,0
11599781,4/8/2018,3588,253923,6,7,7,0,0,7,5,6,0,0
11599782,4/8/2018,4508,3799,6,6,0,0,0,2,3,0,0,0
11599783,4/8/2018,3588,4508,6,6,0,0,0,2,0,0,0,0
11599785,4/8/2018,4756,196997,6,5,6,0,0,4,7,4,0,0
11599786,4/8/2018,72527,206683,6,7,0,0,0,4,6,0,0,0
11599787,4/8/2018,206798,49869,6,3,6,0,0,2,6,4,0,0
11599790,4/8/2018,206792,3631,3,6,6,0,0,6,1,2,0,0
11599791,4/8/2018,3745,53937,6,5,7,0,0,4,7,6,0,0
11599792,4/8/2018,58977,45625,6,7,0,0,0,3,6,0,0,0
11599796,4/8/2018,79558,42658,6,6,0,0,0,2,0,0,0,0
11599798,4/8/2018,42681,50822,7,6,0,0,0,5,3,0,0,0
11599800,4/8/2018,50454,95506,6,6,0,0,0,3,3,0,0,0
11599802,4/8/2018,303997,3518,2,7,7,0,0,6,6,5,0,0
11599804,4/8/2018,70402,412343,6,6,0,0,0,2,1,0,0,0
11599808,4/8/2018,4756,51314,6,5,6,0,0,4,7,4,0,0
11599810,4/8/2018,72527,206798,6,7,0,0,0,4,5,0,0,0
11599812,4/8/2018,4622,28094,7,6,0,0,0,6,1,0,0,0
11599815,4/8/2018,206792,3745,5,6,6,0,0,7,3,2,0,0
11599821,4/8/2018,79558,42681,7,6,0,0,0,5,3,0,0,0
11599824,4/8/2018,50454,303997,6,6,7,0,0,4,7,6,0,0
11599827,4/8/2018,70402,54348,6,7,0,0,0,3,6,0,0,0
11599830,4/8/2018,72527,4756,3,7,6,0,0,6,6,1,0,0
11599833,4/8/2018,206792,4622,6,3,7,0,0,4,6,6,0,0
11599836,4/8/2018,79558,58977,6,6,0,0,0,1,4,0,0,0
11599839,4/8/2018,70402,50454,7,7,0,0,0,5,5,0,0,0
11599951,4/8/2018,751633,58365,6,6,0,0,0,4,0,0,0,0
11599986,4/8/2018,93368,53289,6,7,0,0,0,2,5,0,0,0
11599988,4/8/2018,54130,87188,7,6,0,0,0,6,0,0,0,0
11598849,4/8/2018,405461,85308,6,6,0,0,0,0,0,0,0,0
11599793,4/8/2018,218159,10019,6,6,0,0,0,3,4,0,0,0
11599795,4/8/2018,3533,206783,6,6,0,0,0,2,4,0,0,0
11599797,4/8/2018,70402,3501,6,6,0,0,0,4,2,0,0,0
11599799,4/8/2018,4537,72527,6,7,0,0,0,1,6,0,0,0
11599801,4/8/2018,67623,34191,6,6,0,0,0,3,3,0,0,0
11599803,4/8/2018,3860,87175,6,6,0,0,0,2,3,0,0,0
11599805,4/8/2018,206792,4055,6,6,0,0,0,1,1,0,0,0
11599807,4/8/2018,3458,75587,6,6,0,0,0,0,2,0,0,0
11599809,4/8/2018,240231,5069,6,6,0,0,0,4,3,0,0,0
11599811,4/8/2018,3569,55210,6,6,0,0,0,2,2,0,0,0
11599814,4/8/2018,260593,176778,7,7,0,0,0,5,5,0,0,0
11599817,4/8/2018,3734,4047,7,6,0,0,0,6,4,0,0,0
11599820,4/8/2018,3806,4348,6,6,0,0,0,3,4,0,0,0
11599823,4/8/2018,79558,534560,7,6,0,0,0,6,2,0,0,0
11599829,4/8/2018,3927,4622,6,6,0,0,0,3,4,0,0,0
11599832,4/8/2018,218159,3533,6,6,0,0,0,3,2,0,0,0
11599838,4/8/2018,67623,3860,6,2,6,0,0,2,6,3,0,0
11599841,4/8/2018,3458,206792,6,6,0,0,0,3,3,0,0,0
11599843,4/8/2018,3569,240231,7,1,6,0,0,6,6,2,0,0
11599845,4/8/2018,3734,260593,7,2,6,0,0,6,6,4,0,0
11599847,4/8/2018,79558,3806,4,7,6,0,0,6,5,4,0,0
11599849,4/8/2018,3927,3862,6,7,0,0,0,3,5,0,0,0
11599851,4/8/2018,218159,70402,7,3,6,0,0,5,6,0,0,0
11599852,4/8/2018,67623,3458,6,7,0,0,0,4,6,0,0,0
11599853,4/8/2018,3569,3734,1,6,6,0,0,6,4,4,0,0
11599854,4/8/2018,3927,79558,6,6,0,0,0,4,4,0,0,0
11599855,4/8/2018,67623,218159,6,6,0,0,0,2,4,0,0,0
11599856,4/8/2018,3569,3927,6,5,6,0,0,4,7,4,0,0
11599857,4/8/2018,3569,67623,7,6,0,0,0,6,1,0,0,0
11599876,4/8/2018,76863,89761,7,6,0,0,0,6,0,0,0,0
11599877,4/8/2018,27193,206745,6,7,0,0,0,4,6,0,0,0
11599878,4/8/2018,4190,91084,2,7,6,0,0,6,5,3,0,0
11599879,4/8/2018,64428,252053,3,6,6,0,0,6,1,4,0,0
11599880,4/8/2018,751617,137287,7,6,0,0,0,5,1,0,0,0
11599883,4/8/2018,10080,675323,6,3,6,0,0,3,6,4,0,0
11599884,4/8/2018,4096,10058,6,7,6,0,0,7,6,4,0,0
11599885,4/8/2018,4954,203235,7,6,0,0,0,5,3,0,0,0
11599886,4/8/2018,741933,56629,3,6,7,0,0,6,1,6,0,0
11599887,4/8/2018,4769,962960,6,6,0,0,0,2,2,0,0,0
11599888,4/8/2018,3887,45637,6,3,6,0,0,4,6,1,0,0
11599889,4/8/2018,4707,69297,6,7,0,0,0,4,6,0,0,0
11599890,4/8/2018,27273,76863,6,6,0,0,0,2,4,0,0,0
11599891,4/8/2018,27193,4190,7,7,0,0,0,6,5,0,0,0
11599892,4/8/2018,64428,751617,6,6,0,0,0,2,4,0,0,0
11599893,4/8/2018,751633,363017,6,7,7,0,0,7,5,5,0,0
11599894,4/8/2018,4096,10080,6,6,0,0,0,1,4,0,0,0
11599895,4/8/2018,4954,741933,5,6,6,0,0,7,3,1,0,0
11599896,4/8/2018,4769,3887,6,4,7,0,0,3,6,5,0,0
11599897,4/8/2018,4707,27273,7,6,0,0,0,6,2,0,0,0
11599898,4/8/2018,27193,64428,6,4,7,0,0,3,6,5,0,0
11599899,4/8/2018,751633,4096,6,6,0,0,0,3,3,0,0,0
11599900,4/8/2018,4954,4769,7,6,0,0,0,6,3,0,0,0
11599901,4/8/2018,4707,27193,7,7,0,0,0,5,5,0,0,0
11599902,4/8/2018,4954,751633,6,6,6,0,0,2,7,3,0,0
11599903,4/8/2018,4707,4954,6,6,7,0,0,7,4,5,0,0
11600082,4/8/2018,51801,74561,2,6,6,0,0,6,1,2,0,0
11600088,4/8/2018,4309,216411,1,6,7,0,0,6,2,5,0,0
11600094,4/8/2018,79623,4717,6,6,0,0,0,2,4,0,0,0
11600095,4/8/2018,65638,51247,6,6,0,0,0,1,1,0,0,0
11600097,4/8/2018,4462,125079,6,6,0,0,0,2,4,0,0,0
11600100,4/8/2018,125087,379580,6,6,0,0,0,0,0,0,0,0
11600104,4/8/2018,54638,51742,7,6,6,0,0,6,7,2,0,0
11600105,4/8/2018,4309,34201,6,7,0,0,0,3,5,0,0,0
11600108,4/8/2018,4465,4462,6,2,6,0,0,2,6,4,0,0
11600110,4/8/2018,51790,154139,6,6,0,0,0,4,2,0,0,0
11600111,4/8/2018,54638,51801,2,6,7,0,0,6,3,6,0,0
11600113,4/8/2018,4465,65638,6,7,0,0,0,3,5,0,0,0
11600114,4/8/2018,51790,125087,7,6,0,0,0,5,0,0,0,0
11600115,4/8/2018,4309,54638,6,6,0,0,0,3,3,0,0,0
11600117,4/8/2018,4309,51790,6,6,7,0,0,4,7,5,0,0
11600291,4/8/2018,81748,51639,3,6,6,0,0,6,4,4,0,0
11600292,4/8/2018,74813,70784,6,3,7,0,0,3,6,5,0,0
11600293,4/8/2018,3673,4787,6,7,0,0,0,3,6,0,0,0
11600294,4/8/2018,115535,4903,7,6,0,0,0,6,2,0,0,0
11600296,4/8/2018,55326,66326,6,6,0,0,0,4,1,0,0,0
11600300,4/8/2018,53221,209257,6,4,6,0,0,4,6,4,0,0
11600303,4/8/2018,3854,52921,4,7,7,0,0,6,5,5,0,0
11600304,4/8/2018,4654,81748,6,7,0,0,0,2,6,0,0,0
11600305,4/8/2018,3673,74813,7,6,0,0,0,5,3,0,0,0
11600306,4/8/2018,115535,86387,4,6,6,0,0,6,3,0,0,0
11600307,4/8/2018,55326,45660,6,2,7,0,0,1,6,5,0,0
11600308,4/8/2018,205445,87182,4,6,6,0,0,6,3,1,0,0
11600309,4/8/2018,53378,53221,7,3,7,0,0,6,6,5,0,0
11600310,4/8/2018,64318,3854,6,6,6,0,0,1,7,2,0,0
11600313,4/8/2018,115535,55326,7,6,0,0,0,5,4,0,0,0
11600315,4/8/2018,205445,53378,6,6,0,0,0,2,3,0,0,0
11600317,4/8/2018,3673,64318,6,6,0,0,0,3,4,0,0,0
11600319,4/8/2018,115535,205445,6,7,7,0,0,7,6,6,0,0
11600321,4/8/2018,115535,3673,6,7,0,0,0,3,6,0,0,0
11600366,4/8/2018,52920,86387,7,7,0,0,0,6,6,0,0,0
11601496,4/8/2018,3468,3644,6,7,0,0,0,1,6,0,0,0
11601497,4/8/2018,3464,3499,6,6,7,0,0,2,7,6,0,0
11599992,4/8/2018,6491,51634,4,6,6,0,0,6,3,3,0,0
11600001,4/8/2018,3699,6491,6,6,0,0,0,4,4,0,0,0
11600002,4/8/2018,54130,49984,6,6,0,0,0,2,0,0,0,0
11600003,4/8/2018,3699,54130,6,6,0,0,0,2,3,0,0,0
11600160,4/8/2018,51313,54182,7,6,0,0,0,6,4,0,0,0
11600162,4/8/2018,4647,206797,7,6,0,0,0,5,2,0,0,0
11600169,4/8/2018,3652,74739,6,7,0,0,0,2,5,0,0,0
11600170,4/8/2018,154537,4106,6,6,0,0,0,3,2,0,0,0
11600171,4/8/2018,52868,71162,1,6,7,0,0,6,3,5,0,0
11600173,4/8/2018,4060,4647,6,6,0,0,0,4,1,0,0,0
11600174,4/8/2018,28518,182559,7,7,0,0,0,6,6,0,0,0
11600176,4/8/2018,191801,53085,6,7,7,0,0,7,5,5,0,0
11600177,4/8/2018,3652,154537,6,6,0,0,0,3,1,0,0,0
11600179,4/8/2018,28518,4060,6,6,0,0,0,4,4,0,0,0
11600180,4/8/2018,64515,191801,7,6,0,0,0,6,3,0,0,0
11600182,4/8/2018,28518,64515,6,6,0,0,0,4,2,0,0,0
11600183,4/8/2018,3652,28518,6,6,0,0,0,4,0,0,0,0
11600188,4/8/2018,223620,65798,6,6,0,0,0,2,0,0,0,0
11600189,4/8/2018,51809,238427,6,6,6,0,0,1,7,4,0,0
11600190,4/8/2018,4401,87178,6,6,0,0,0,3,4,0,0,0
11600191,4/8/2018,81871,51715,6,6,0,0,0,4,4,0,0,0
11600192,4/8/2018,191106,51655,4,7,6,0,0,6,5,2,0,0
11600199,4/8/2018,846214,4516,6,6,0,0,0,2,2,0,0,0
11600202,4/8/2018,223620,51809,5,7,6,0,0,7,6,4,0,0
11600203,4/8/2018,4401,81871,7,1,6,0,0,6,6,3,0,0
11600204,4/8/2018,191106,230116,3,6,6,0,0,6,0,1,0,0
11600209,4/8/2018,4401,223620,6,6,6,0,0,3,7,1,0,0
11600211,4/8/2018,67353,846214,6,5,6,0,0,1,7,4,0,0
11600212,4/8/2018,3484,4401,6,6,0,0,0,4,2,0,0,0
11600214,4/8/2018,67353,3484,6,1,7,0,0,4,6,5,0,0
11600278,4/8/2018,167878,54784,6,6,0,0,0,3,1,0,0,0
11601498,4/8/2018,534560,55282,7,7,0,0,0,5,5,0,0,0
11601499,4/8/2018,4348,67623,6,4,6,0,0,4,6,4,0,0
11601500,4/8/2018,54552,3785,6,4,6,0,0,2,6,2,0,0
11601501,4/8/2018,3533,10019,6,3,6,0,0,3,6,3,0,0
11757754,4/8/2018,405461,85450,6,6,0,0,0,0,2,0,0,0
11601530,4/9/2018,206806,64566,6,6,0,0,0,1,2,0,0,0
11601532,4/9/2018,3671,3868,4,6,7,0,0,6,4,5,0,0
11601533,4/9/2018,3533,3572,6,6,0,0,0,2,3,0,0,0
11601502,4/9/2018,4560,943670,6,6,0,0,0,2,2,0,0,0
11601503,4/9/2018,3713,51293,6,6,0,0,0,1,1,0,0,0
11601504,4/9/2018,28097,3688,6,6,0,0,0,4,3,0,0,0
11601521,4/9/2018,4193,3587,6,7,0,0,0,4,6,0,0,0
11601523,4/9/2018,224678,151401,6,6,0,0,0,3,3,0,0,0
11601534,4/9/2018,3486,3488,6,6,0,0,0,3,4,0,0,0
11601535,4/9/2018,3569,55282,6,7,0,0,0,3,5,0,0,0
11601536,4/9/2018,224134,52886,7,6,0,0,0,6,4,0,0,0
11601537,4/9/2018,218159,53149,6,6,0,0,0,3,1,0,0,0
11601538,4/9/2018,206781,54552,6,6,0,0,0,2,2,0,0,0
11601539,4/9/2018,3498,534560,7,7,0,0,0,5,5,0,0,0
11601540,4/9/2018,4348,207438,3,6,6,0,0,6,3,2,0,0
11601522,4/10/2018,3698,142094,6,6,0,0,0,4,3,0,0,0
11601524,4/10/2018,3686,3853,7,6,0,0,0,6,4,0,0,0
11601525,4/10/2018,4441,3696,6,6,0,0,0,3,2,0,0,0
11601527,4/10/2018,4417,206329,6,6,0,0,0,3,2,0,0,0
11601528,4/10/2018,3567,204410,6,6,0,0,0,1,2,0,0,0
11613739,4/10/2018,4504,27182,3,7,6,0,0,6,6,2,0,0
11613744,4/10/2018,60157,3711,6,6,7,0,0,7,2,6,0,0
11613726,4/10/2018,4348,206806,7,6,0,0,0,6,2,0,0,0
11613727,4/10/2018,3468,206781,6,6,0,0,0,2,4,0,0,0
11613728,4/10/2018,3569,3533,6,6,0,0,0,0,2,0,0,0
11613729,4/10/2018,3464,218159,7,6,0,0,0,5,1,0,0,0
11613730,4/10/2018,3535,3959,2,6,7,0,0,6,0,6,0,0
11613731,4/10/2018,3761,3867,1,6,6,0,0,6,3,0,0,0
11613732,4/10/2018,3943,3659,1,6,6,0,0,6,4,2,0,0
11613741,4/11/2018,4417,3687,2,7,7,0,0,6,6,6,0,0
11613742,4/11/2018,4560,4441,6,7,0,0,0,2,6,0,0,0
11613743,4/11/2018,3686,4193,7,7,0,0,0,5,5,0,0,0
11639201,4/11/2018,51296,3713,6,6,6,0,0,7,1,2,0,0
11639206,4/11/2018,51297,3761,6,6,0,0,0,2,4,0,0,0
11639207,4/11/2018,3943,3486,6,6,0,0,0,2,4,0,0,0
11639208,4/11/2018,224134,3535,7,5,6,0,0,6,7,3,0,0
11639209,4/11/2018,3498,3671,6,3,6,0,0,3,6,4,0,0
11639197,4/12/2018,3700,28097,6,6,0,0,0,4,2,0,0,0
11639198,4/12/2018,4504,224678,6,6,0,0,0,3,4,0,0,0
11639199,4/12/2018,60157,3698,3,6,6,0,0,6,0,3,0,0
11654739,4/12/2018,3721,3567,6,6,0,0,0,4,4,0,0,0
11654736,4/13/2018,60157,3721,6,3,6,0,0,3,6,4,0,0
11654737,4/13/2018,3686,51296,3,6,6,0,0,6,2,3,0,0
11654738,4/13/2018,4560,4417,4,7,6,0,0,6,5,3,0,0
11684723,4/13/2018,4504,3700,7,4,7,0,0,6,6,6,0,0
11684726,4/13/2018,51297,3468,6,6,0,0,0,3,4,0,0,0
11684727,4/13/2018,3569,3498,6,6,0,0,0,4,4,0,0,0
11684728,4/13/2018,51297,3943,6,6,0,0,0,2,1,0,0,0
11684729,4/13/2018,3468,3464,6,7,0,0,0,2,6,0,0,0
11684730,4/13/2018,3569,4348,6,5,6,0,0,4,7,3,0,0
11684731,4/13/2018,3498,224134,6,4,6,0,0,2,6,1,0,0
11684724,4/14/2018,4504,60157,7,6,6,0,0,5,7,2,0,0
11684725,4/14/2018,4560,3686,7,7,0,0,0,6,6,0,0,0
11684735,4/14/2018,3867,67623,6,7,0,0,0,4,5,0,0,0
11684736,4/14/2018,206781,66480,6,6,0,0,0,4,3,0,0,0
11684737,4/14/2018,3460,3960,6,6,0,0,0,1,3,0,0,0
11684738,4/14/2018,94283,4526,6,6,0,0,0,3,2,0,0,0
11684739,4/14/2018,3880,53149,6,3,6,0,0,1,6,3,0,0
11684740,4/14/2018,3476,3785,6,7,0,0,0,2,5,0,0,0
11684741,4/14/2018,3863,253195,6,6,0,0,0,4,3,0,0,0
11684742,4/14/2018,55282,218159,3,6,6,0,0,6,4,3,0,0
11684743,4/14/2018,207037,4047,7,6,7,0,0,5,7,6,0,0
11684744,4/14/2018,3475,205437,6,6,0,0,0,3,2,0,0,0
11684745,4/14/2018,3458,3828,6,6,0,0,0,2,3,0,0,0
11684746,4/14/2018,224142,4035,6,6,0,0,0,2,4,0,0,0
11684747,4/14/2018,3927,3878,6,6,0,0,0,3,4,0,0,0
11690764,4/14/2018,3569,51297,6,6,0,0,0,2,2,0,0,0
11690762,4/15/2018,4504,4560,7,2,6,0,0,6,6,4,0,0
11703397,4/15/2018,28518,4647,3,6,6,0,0,6,2,3,0,0
11703398,4/15/2018,42663,191801,6,6,0,0,0,2,1,0,0,0
11703400,4/15/2018,182559,4106,6,6,0,0,0,2,4,0,0,0
11703401,4/15/2018,64515,4060,6,6,0,0,0,4,4,0,0,0
11703402,4/15/2018,216450,51313,6,3,7,0,0,3,6,6,0,0
11703403,4/15/2018,154537,55926,3,6,6,0,0,6,3,3,0,0
11703405,4/15/2018,52868,74739,6,5,7,0,0,3,7,6,0,0
11703406,4/15/2018,74814,93396,6,7,0,0,0,2,6,0,0,0
11703412,4/15/2018,3821,71162,6,4,7,0,0,3,6,6,0,0
11703414,4/15/2018,206797,3635,7,3,7,0,0,6,6,6,0,0
11703416,4/15/2018,42663,28518,6,6,0,0,0,4,1,0,0,0
11703420,4/15/2018,64515,216450,5,6,6,0,0,7,3,2,0,0
11703422,4/15/2018,162815,154537,6,7,0,0,0,4,6,0,0,0
11703424,4/15/2018,74814,52868,6,6,0,0,0,3,4,0,0,0
11703426,4/15/2018,3596,125000,6,6,0,0,0,4,4,0,0,0
11703428,4/15/2018,3821,206797,6,6,0,0,0,2,3,0,0,0
11703430,4/15/2018,42663,182559,6,7,0,0,0,1,6,0,0,0
11703432,4/15/2018,162815,64515,6,6,0,0,0,2,3,0,0,0
11703434,4/15/2018,3596,74814,6,6,0,0,0,2,4,0,0,0
11703436,4/15/2018,42663,3821,6,6,0,0,0,4,2,0,0,0
11703437,4/15/2018,3596,162815,7,6,0,0,0,6,3,0,0,0
11703438,4/15/2018,3596,42663,7,7,0,0,0,6,5,0,0,0
11703493,4/15/2018,81871,45619,6,6,0,0,0,4,4,0,0,0
11703494,4/15/2018,191106,70373,7,6,0,0,0,6,3,0,0,0
11703495,4/15/2018,177312,51655,4,7,6,0,0,6,6,2,0,0
11703498,4/15/2018,67353,87176,4,6,7,0,0,6,1,5,0,0
11703505,4/15/2018,880583,87903,3,6,7,0,0,6,3,5,0,0
11703506,4/15/2018,238427,42689,6,6,0,0,0,1,1,0,0,0
11703507,4/15/2018,3484,230116,6,7,0,0,0,4,5,0,0,0
11703508,4/15/2018,53378,81871,6,6,0,0,0,3,1,0,0,0
11703509,4/15/2018,177312,191106,6,6,0,0,0,2,0,0,0,0
11703510,4/15/2018,223620,4891,7,6,0,0,0,5,3,0,0,0
11703511,4/15/2018,67353,67284,7,6,0,0,0,6,4,0,0,0
11703512,4/15/2018,3497,4401,6,6,0,0,0,1,2,0,0,0
11703513,4/15/2018,3626,290842,6,4,6,0,0,4,6,1,0,0
11703515,4/15/2018,238427,3484,6,7,0,0,0,2,5,0,0,0
11703516,4/15/2018,53378,177312,2,6,6,0,0,6,3,1,0,0
11703517,4/15/2018,223620,67353,6,6,0,0,0,1,2,0,0,0
11703518,4/15/2018,3497,3626,6,6,0,0,0,2,4,0,0,0
11703521,4/15/2018,3497,238427,6,6,0,0,0,3,4,0,0,0
11703522,4/15/2018,53378,3497,6,2,6,0,0,2,6,3,0,0
11703659,4/15/2018,4484,182464,6,4,6,0,0,3,6,3,0,0
11703681,4/15/2018,4190,27419,6,6,0,0,0,2,3,0,0,0
11703682,4/15/2018,741933,58365,6,5,6,0,0,4,7,3,0,0
11703683,4/15/2018,4769,76863,6,6,0,0,0,3,4,0,0,0
11703684,4/15/2018,962960,3887,6,6,0,0,0,3,3,0,0,0
11703685,4/15/2018,45368,4954,6,7,0,0,0,0,6,0,0,0
11703687,4/15/2018,363017,252053,6,7,0,0,0,4,6,0,0,0
11703691,4/15/2018,27193,10058,6,7,0,0,0,1,6,0,0,0
11703692,4/15/2018,751617,4096,6,7,0,0,0,1,6,0,0,0
11703695,4/15/2018,27273,4707,7,6,0,0,0,6,3,0,0,0
11703696,4/15/2018,51259,4190,6,7,0,0,0,4,6,0,0,0
11703697,4/15/2018,4769,741933,6,6,0,0,0,2,2,0,0,0
11703698,4/15/2018,962960,45368,6,6,0,0,0,1,4,0,0,0
11703699,4/15/2018,69297,363017,6,6,0,0,0,2,3,0,0,0
11703700,4/15/2018,206745,208113,6,6,0,0,0,2,4,0,0,0
11703704,4/15/2018,4769,51259,6,6,0,0,0,3,0,0,0,0
11703705,4/15/2018,69297,962960,6,6,0,0,0,4,4,0,0,0
11703708,4/15/2018,4769,69297,6,4,6,0,0,2,6,1,0,0
11703710,4/15/2018,4769,206745,7,6,0,0,0,5,2,0,0,0
11703907,4/15/2018,3942,4487,6,6,6,0,0,7,0,3,0,0
11703909,4/15/2018,4238,800123,6,6,0,0,0,3,3,0,0,0
11703912,4/15/2018,411593,51434,6,6,0,0,0,2,3,0,0,0
11703917,4/15/2018,4221,91959,7,7,0,0,0,6,5,0,0,0
11703919,4/15/2018,66330,3675,6,6,0,0,0,4,4,0,0,0
11703920,4/15/2018,51653,4378,4,7,6,0,0,6,6,3,0,0
11703921,4/15/2018,4573,3669,6,6,0,0,0,3,3,0,0,0
11703922,4/15/2018,253923,3942,6,6,0,0,0,4,3,0,0,0
11703923,4/15/2018,4238,74928,6,6,0,0,0,4,0,0,0,0
11703924,4/15/2018,411593,5691,6,7,0,0,0,4,6,0,0,0
11703925,4/15/2018,253894,3952,6,6,0,0,0,1,2,0,0,0
11703927,4/15/2018,4221,45574,6,7,0,0,0,3,6,0,0,0
11703928,4/15/2018,51653,66330,4,6,6,0,0,6,4,4,0,0
11703929,4/15/2018,253923,4573,6,6,0,0,0,2,4,0,0,0
11703930,4/15/2018,4238,411593,7,2,7,0,0,5,6,6,0,0
11703932,4/15/2018,51653,4221,6,6,0,0,0,4,4,0,0,0
11703933,4/15/2018,27335,3927,6,7,0,0,0,3,5,0,0,0
11703934,4/15/2018,240231,260593,7,4,7,0,0,6,6,5,0,0
11703935,4/15/2018,45625,3734,2,6,6,0,0,6,3,4,0,0
11703936,4/15/2018,7479,52848,6,6,0,0,0,2,0,0,0,0
11703937,4/15/2018,3745,4047,6,6,0,0,0,4,4,0,0,0
11703938,4/15/2018,4537,173321,6,6,0,0,0,2,1,0,0,0
11703939,4/15/2018,55210,52976,4,6,6,0,0,6,3,2,0,0
11703940,4/15/2018,49954,137424,6,7,0,0,0,2,5,0,0,0
11703943,4/15/2018,3507,42681,6,6,0,0,0,4,0,0,0,0
11703944,4/15/2018,52870,49962,1,7,6,0,0,6,6,4,0,0
11703945,4/15/2018,206792,42658,6,7,0,0,0,2,6,0,0,0
11703946,4/15/2018,206792,52873,7,5,6,0,0,6,7,2,0,0
11703947,4/15/2018,58915,49948,3,7,7,0,0,6,6,6,0,0
11703948,4/15/2018,173321,87175,6,6,0,0,0,3,4,0,0,0
11703949,4/15/2018,79558,3855,6,6,0,0,0,1,4,0,0,0
11703950,4/15/2018,207034,412343,6,7,0,0,0,4,5,0,0,0
11703951,4/15/2018,66480,49930,6,6,0,0,0,2,4,0,0,0
11703952,4/15/2018,53238,83696,6,6,0,0,0,4,4,0,0,0
11703953,4/15/2018,3490,49954,6,6,6,0,0,7,4,1,0,0
11703954,4/15/2018,54064,58977,4,7,6,0,0,6,6,3,0,0
11703955,4/15/2018,256513,3850,4,6,6,0,0,6,3,2,0,0
11703957,4/15/2018,3946,53238,3,7,6,0,0,6,5,0,0,0
11703958,4/15/2018,51639,98989,6,6,0,0,0,3,2,0,0,0
11703959,4/15/2018,240231,27335,7,6,0,0,0,5,1,0,0,0
11690765,4/15/2018,54351,28081,7,6,0,0,0,5,4,0,0,0
11690766,4/15/2018,53374,3659,6,6,7,0,0,7,2,5,0,0
11690767,4/15/2018,3486,260593,6,6,6,0,0,2,7,1,0,0
11690768,4/15/2018,3867,3458,6,6,0,0,0,3,3,0,0,0
11690770,4/15/2018,3927,206781,6,6,0,0,0,4,2,0,0,0
11690771,4/15/2018,94283,3671,6,6,0,0,0,1,4,0,0,0
11690772,4/15/2018,55282,3476,7,6,0,0,0,5,0,0,0,0
11690774,4/15/2018,207037,3880,6,6,0,0,0,3,3,0,0,0
11690775,4/15/2018,3475,3863,6,6,0,0,0,4,1,0,0,0
11690776,4/15/2018,224142,3460,6,6,0,0,0,4,4,0,0,0
11703295,4/15/2018,64675,70690,6,6,0,0,0,2,3,0,0,0
11703303,4/15/2018,95524,167899,7,6,0,0,0,6,2,0,0,0
11703307,4/15/2018,72527,71205,7,6,0,0,0,5,2,0,0,0
11703310,4/15/2018,84505,218160,6,6,0,0,0,3,4,0,0,0
11703313,4/15/2018,95524,57425,6,6,0,0,0,1,3,0,0,0
11703314,4/15/2018,28719,59389,6,1,6,0,0,3,6,3,0,0
11703316,4/15/2018,84505,64675,6,6,0,0,0,4,4,0,0,0
11703318,4/15/2018,28719,95524,3,6,6,0,0,6,4,1,0,0
11703319,4/15/2018,72527,84505,6,6,0,0,0,0,3,0,0,0
11703320,4/15/2018,4750,28719,7,5,7,0,0,5,7,5,0,0
11703321,4/15/2018,4750,72527,6,5,6,0,0,4,7,4,0,0
11703324,4/15/2018,51247,207045,6,2,6,0,0,3,6,2,0,0
11703325,4/15/2018,254189,4327,7,7,0,0,0,5,5,0,0,0
11703330,4/15/2018,4128,3550,6,7,0,0,0,4,5,0,0,0
11703336,4/15/2018,51247,51333,4,7,6,0,0,6,5,3,0,0
11703337,4/15/2018,254189,3894,6,2,6,0,0,3,6,2,0,0
11703339,4/15/2018,3712,207050,6,6,0,0,0,3,4,0,0,0
11703340,4/15/2018,360441,217515,6,6,0,0,0,4,2,0,0,0
11703341,4/15/2018,5218,51247,6,6,0,0,0,0,3,0,0,0
11703345,4/15/2018,4072,3632,6,6,6,0,0,7,4,3,0,0
11703347,4/15/2018,3741,206807,6,6,6,0,0,7,3,3,0,0
11703348,4/15/2018,3896,51247,6,2,7,0,0,4,6,6,0,0
11703349,4/15/2018,3619,55849,4,6,7,0,0,6,2,6,0,0
